molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class
CHEMBL2311731,CC(C)(C)NC(=O)C(c1cnccn1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,5.31,low activity
CHEMBL5190815,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1cnco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,5.30,low activity
CHEMBL5188059,CC(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,5.27,low activity
CHEMBL5171513,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(N2CCCCC2)cc1)c1ccccc1,5.26,low activity
CHEMBL5170231,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1)c1ccccc1,5.24,low activity
CHEMBL5179593,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc(-c2ccccc2)cc1,5.24,low activity
CHEMBL5171325,O=C(NC1CCCC1)C(c1cccnc1)N(C(=O)c1cnc[nH]1)c1ccc(-c2ccccc2)cc1,5.14,low activity
CHEMBL5171462,COc1ccc(NC(=O)C(c2cccnc2)N(C(=O)c2ccco2)c2ccc(C(C)(C)C)cc2)cc1,5.13,low activity
CHEMBL5188623,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)Nc2ccc(F)cc2)c2cccnc2)cc1,5.11,low activity
CHEMBL5192910,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCn2nnc3ccccc32)c2cccnc2)cc1,5.09,low activity
CHEMBL5176329,O=C(NC1CC1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,4.92,low activity
CHEMBL5179427,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCc2ccccc2)c2cccnc2)cc1,4.88,low activity
CHEMBL5207030,CC(C)(C)CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,4.0,no activity
CHEMBL5189716,Cc1cccc(C)c1NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,4.0,no activity
CHEMBL5178977,Cc1ccc(S(=O)(=O)CNC(=O)C(c2cccnc2)N(C(=O)c2ccco2)c2ccc(C(C)(C)C)cc2)cc1,4.0,no activity
CHEMBL2311738,CC(C)(C)NC(=O)C(c1c[nH]cn1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,4.0,no activity
CHEMBL3605708,CC(C)(C)NC(=O)C(c1cncnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,4.0,no activity
CHEMBL5170981,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(OC(C)(C)C)cc1)c1ccccc1,4.66,low activity
CHEMBL5195155,C[C@H](NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cc2ccccc2)cc1)c1ccccc1,4.46,low activity
CHEMBL5191806,C[C@H](NC(=O)[C@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,4.0,no activity
CHEMBL5179259,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C)cc12,7.19,moderate activity
CHEMBL5194822,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C#N)cc12,7.66,moderate activity
CHEMBL5198667,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C(F)(F)F)cc12,7.70,moderate activity
CHEMBL5206120,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C3(C)OCCCO3)cc12,7.90,moderate activity
CHEMBL5190213,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C3(C(F)(F)F)CCCCC3)cc12,7.06,moderate activity
CHEMBL5193390,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3ccccc3)cc12,7.20,moderate activity
CHEMBL5191464,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(Cl)cccc3Cl)cc12,8.19,high activity
CHEMBL5191092,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cccc3C(F)(F)F)cc12,9.00,high activity
CHEMBL5187784,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3ccccn3)cc12,6.90,moderate activity
CHEMBL5190876,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3cccnc3)cc12,8.40,high activity
CHEMBL5192585,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3ccncc3)cc12,7.48,moderate activity
CHEMBL5191060,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)cc(C)nc3C)cc12,7.72,moderate activity
CHEMBL5173658,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,7.85,moderate activity
CHEMBL5171263,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)nc(C)nc3C)cc12,7.66,moderate activity
CHEMBL5195086,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)nn(C)c3C)cc12,7.15,moderate activity
CHEMBL5182169,CC(=O)OCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1cccc(Cl)c1,5.82,low activity
CHEMBL5189954,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,7.77,moderate activity
CHEMBL5200032,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(C)c21,4.21,low activity
CHEMBL5200159,CCc1ccc(O)c2c1C(COC(C)=O)Cc1c(-c3ccccn3)cccc1-2,4.48,low activity
CHEMBL5206974,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(C(C)C)c21,4.53,low activity
CHEMBL5187246,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(C3CCCCC3)c21,5.04,low activity
CHEMBL5203183,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.19,low activity
CHEMBL5175215,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(-c3ccc(C#N)cc3)c21,4.71,low activity
CHEMBL5200309,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(Cc3ccccc3)c21,4.94,low activity
CHEMBL5170998,CC(=O)OCC1Cc2c(-c3ccccn3)ccc(C)c2-c2c(O)ccc(C)c21,4.0,no activity
CHEMBL5176202,COc1ccc(-c2ccccn2)c2c1-c1c(O)ccc(C)c1C(COC(C)=O)C2,4.0,no activity
CHEMBL5205597,CC(=O)OCC1Cc2c(-c3ccccn3)ccc(F)c2-c2c(O)ccc(C)c21,4.0,no activity
CHEMBL5205858,CC(=O)OCC1Cc2c(-c3ccccn3)ccc(Cl)c2-c2c(O)ccc(C)c21,4.07,low activity
CHEMBL5178260,CC(=O)OCC1Cc2c(-c3ccccn3)ccc(Br)c2-c2c(O)ccc(C)c21,4.0,no activity
CHEMBL5185504,CC(=O)OCC1Cc2c(-c3ccccn3)cc(C)cc2-c2c(O)ccc(C)c21,4.24,low activity
CHEMBL5199771,CC(=O)OCC1Cc2c(ccc(C)c2-c2ccccn2)-c2c(O)ccc(C)c21,4.27,low activity
CHEMBL5204406,CC(=O)OCC1Cc2c(-c3ncccc3C)cccc2-c2c(O)ccc(C)c21,4.23,low activity
CHEMBL5186504,CC(=O)OCC1Cc2c(-c3cc(C)ccn3)cccc2-c2c(O)ccc(C)c21,4.17,low activity
CHEMBL5203894,CC(=O)OCC1Cc2c(-c3cc(-c4ccccc4)ccn3)cccc2-c2c(O)ccc(C)c21,5.25,low activity
CHEMBL5193737,CC(=O)OCC1Cc2c(-c3ccc(F)cn3)cccc2-c2c(O)ccc(C)c21,4.17,low activity
CHEMBL5174450,CC(=O)OCC1Cc2c(-c3ccc(Cl)cn3)cccc2-c2c(O)ccc(C)c21,4.45,low activity
CHEMBL5208242,CC(=O)OCC1Cc2c(-c3ccc(Br)cn3)cccc2-c2c(O)ccc(C)c21,4.73,low activity
CHEMBL5191100,CC(=O)OCC1Cc2c(cccc2-c2nccc3ccccc23)-c2c(O)ccc(C)c21,4.85,low activity
CHEMBL5209023,CC(=O)OCC1Cc2c(-c3cc4ccccc4cn3)cccc2-c2c(O)ccc(C)c21,4.92,low activity
CHEMBL5207257,CC(=O)OCC1Cc2c(-c3ccc4ccccc4n3)cccc2-c2c(O)ccc(C)c21,4.86,low activity
CHEMBL5171129,CC(=O)OCC1Cc2c(-c3ncccn3)cccc2-c2c(O)ccc(C)c21,4.0,no activity
CHEMBL5170377,CC(=O)OCC1Cc2c(-c3ccncn3)cccc2-c2c(O)ccc(C)c21,4.0,no activity
CHEMBL5181569,CC(=O)OCC1Cc2c(cccc2-n2cccn2)-c2c(O)ccc(C)c21,4.0,no activity
CHEMBL5174506,CC(=O)OCC1Cc2c(cccc2-c2ncnc3c2ncn3CC2CC2)-c2c(O)ccc(C)c21,4.0,no activity
CHEMBL5186196,C=CCn1cnc2c(-c3cccc4c3CC(COC(C)=O)c3c(C)ccc(O)c3-4)ncnc21,4.0,no activity
CHEMBL5170933,CC(=O)OCC1Cc2c(-c3cc(-c4ccccc4)ccn3)cccc2-c2c(O)ccc(C3CCCCC3)c21,5.07,low activity
CHEMBL5206883,CC(=O)OCC1Cc2c(-c3cc(-c4ccccc4)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.61,low activity
CHEMBL5208389,CC(=O)OCC1Cc2c(-c3cc(C)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.01,low activity
CHEMBL5175482,CC(=O)OCC1Cc2c(-c3cc(Cl)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.32,low activity
CHEMBL5177686,CC(=O)OCC1Cc2c(-c3cc(C#N)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,4.99,low activity
CHEMBL5176434,CC(=O)OCC1Cc2c(-c3cc(C=O)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.48,low activity
CHEMBL5170370,CCNc1ccnc(-c2cccc3c2CC(COC(C)=O)c2c(-c4ccc(Br)cc4)ccc(O)c2-3)c1,5.00,low activity
CHEMBL5179506,CC(=O)OCC1Cc2c(-c3cc(N4CCCC4)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,4.95,low activity
CHEMBL5191235,CC(=O)OCC1Cc2c(-c3cc(N4CCOCC4)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.13,low activity
CHEMBL5183857,CC(=O)OCC1Cc2c(-c3ccc(C)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.28,low activity
CHEMBL5204665,CC(=O)OCC1Cc2c(-c3ccc(F)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.37,low activity
CHEMBL5189811,CC(=O)OCC1Cc2c(-c3ccc(Cl)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.57,low activity
CHEMBL5172817,CC(=O)OCC1Cc2c(-c3ccc(Br)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.17,low activity
CHEMBL5198662,CC(=O)OCC1Cc2c(-c3ccc(C#N)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.56,low activity
CHEMBL5205128,CC(=O)OCC1Cc2c(-c3ccc(C=O)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.05,low activity
CHEMBL5209430,CC(=O)OCC1Cc2c(-c3ccc(S(C)(=O)=O)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.18,low activity
CHEMBL5195252,CC(=O)OCC1Cc2c(-c3ccc(C(C)=O)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.23,low activity
CHEMBL5192607,CC(=O)OCC1Cc2c(-c3ccc(N(C)C)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.44,low activity
CHEMBL5209460,CC(=O)OCC1Cc2c(-c3ccc(-c4ccccc4)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.08,low activity
CHEMBL5181133,CC(=O)OCC1Cc2c(-c3ccc(NCc4ccccc4)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.48,low activity
CHEMBL5175405,OCC1Cc2c(-c3cc(-c4ccccc4)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.81,low activity
CHEMBL5177264,O=Cc1ccnc(-c2cccc3c2CC(CO)c2c(-c4ccc(Br)cc4)ccc(O)c2-3)c1,5.74,low activity
CHEMBL5171088,Cc1ccc(-c2cccc3c2CC(CO)c2c(-c4ccc(Br)cc4)ccc(O)c2-3)nc1,4.99,low activity
CHEMBL5177159,OCC1Cc2c(-c3ccc(F)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.27,low activity
CHEMBL5201244,OCC1Cc2c(-c3ccc(Cl)cn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,5.33,low activity
CHEMBL5194593,N#Cc1ccc(-c2cccc3c2CC(CO)c2c(-c4ccc(Br)cc4)ccc(O)c2-3)nc1,4.97,low activity
CHEMBL5203622,CCNc1ccc(-c2cccc3c2CC(CO)c2c(-c4ccc(Br)cc4)ccc(O)c2-3)nc1,5.26,low activity
CHEMBL5184053,CC1=C(C#N)C(=O)N(CCCO)C(=O)/C1=N\Nc1ccc(Br)cc1C(=O)O,4.72,low activity
CHEMBL1479456,NC(=O)CN1C(=O)C(O)(CC(=O)/C=C\c2ccc3c(c2)OCO3)c2ccccc21,4.44,low activity
CHEMBL5205985,O=C(CC1C(=O)NCCN1C(=O)CCl)Nc1cccc(Cl)c1,5.07,low activity
CHEMBL5200025,CNC(=O)Cn1c(=O)[nH]/c(=N\c2ccc(OC(F)F)cc2C)n(Cc2cc(F)c(F)c(F)c2)c1=O,5.07,low activity
CHEMBL5206756,CNC(=O)Cn1c(=O)[nH]/c(=N\c2cc3cn(C)nc3cc2Cl)n(Cc2cc(F)c(F)c(F)c2)c1=O,7.02,moderate activity
CHEMBL5180912,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccccc2)[C@@H](O)[C@H]1O,4.0,no activity
CHEMBL5208871,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H]1O,4.85,low activity
CHEMBL5199148,COc1cc([N+](=O)[O-])ccc1S(=O)(=O)NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,5.29,low activity
CHEMBL5171413,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc([N+](=O)[O-])cc2Cl)[C@@H](O)[C@H]1O,4.0,no activity
CHEMBL5178940,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)c([N+](=O)[O-])c1,5.85,low activity
CHEMBL5172628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])[C@@H](O)[C@H]1O,5.46,low activity
CHEMBL5195979,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2cccc([N+](=O)[O-])c2Cl)[C@@H](O)[C@H]1O,5.68,low activity
CHEMBL5182496,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccccc1,4.0,no activity
CHEMBL5186326,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],5.30,low activity
CHEMBL5180645,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2cccc([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,5.45,low activity
CHEMBL5174051,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(F)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,5.36,low activity
CHEMBL5206233,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Br)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,5.54,low activity
CHEMBL5180746,Cc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],6.47,moderate activity
CHEMBL5194209,CCc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],6.61,moderate activity
CHEMBL5174397,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],6.84,moderate activity
CHEMBL5180205,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc([N+](=O)[O-])c1,6.29,moderate activity
CHEMBL5188905,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Br)c([N+](=O)[O-])c1,7.10,moderate activity
CHEMBL5188698,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c([N+](=O)[O-])c1,7.42,moderate activity
CHEMBL5188649,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1,7.36,moderate activity
CHEMBL5191433,N#Cc1cccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)c1,5.28,low activity
CHEMBL5189696,N#Cc1cc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)ccc1F,6.05,moderate activity
CHEMBL5178008,N#Cc1cc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)ccc1Cl,6.00,moderate activity
CHEMBL5187401,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1C#N,6.29,moderate activity
CHEMBL5189150,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc(C#N)c1,6.02,moderate activity
CHEMBL5171003,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c(C#N)c1,7.72,moderate activity
CHEMBL5185094,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)cc2)[C@@H](O)[C@H]1O,4.88,low activity
CHEMBL5199828,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2cccc(Cl)c2)[C@@H](O)[C@H]1O,4.0,no activity
CHEMBL5185979,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)[C@@H](O)[C@H]1O,6.32,moderate activity
CHEMBL5170481,Cc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1Cl,6.46,moderate activity
CHEMBL5204579,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc(Cl)c1,6.36,moderate activity
CHEMBL5177598,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Cl)c(Cl)c1,7.00,moderate activity
CHEMBL5185064,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c(Cl)c1,7.25,moderate activity
CHEMBL5202735,CCOC(=O)CCCCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1,6.94,moderate activity
CHEMBL5185197,COc1ccc(S(=O)(=O)N(CCCCOC(C)=O)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],7.10,moderate activity
CHEMBL5177302,COc1ccc(S(=O)(=O)N(CCCCNc2cccc3ccccc23)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],7.52,moderate activity
CHEMBL5190367,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccccc2)[C@@H](O)[C@H]1O,4.0,no activity
CHEMBL5208994,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,4.0,no activity
CHEMBL5173359,Cc1ccc(C(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],4.0,no activity
CHEMBL5175572,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])[C@@H](O)[C@H]1O,4.0,no activity
CHEMBL5179718,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)OCc1ccccc1,4.0,no activity
CHEMBL5190736,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.18,low activity
CHEMBL5187027,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)C[C@H]2S1(=O)=O,4.58,low activity
CHEMBL5191284,CC1(C)[C@H](C(=O)OCc2ccccc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.24,low activity
CHEMBL5187062,CC1(C)[C@H](C(=O)OCc2cccc(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.04,low activity
CHEMBL5184585,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.13,low activity
CHEMBL5188979,CC1(C)[C@H](C(=O)OCc2cc(F)cc(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.77,low activity
CHEMBL5177564,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.44,low activity
CHEMBL5202165,CC1(C)[C@H](C(=O)OCc2c(F)cc(F)cc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.80,low activity
CHEMBL5192323,CC1(C)[C@H](C(=O)OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.45,low activity
CHEMBL5193661,CC1(C)[C@H](C(=O)OCc2cccc([N+](=O)[O-])c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.88,low activity
CHEMBL5172484,COc1ccc(COC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)COc4ccccc4)[C@H]3S(=O)(=O)C2(C)C)cc1,4.51,low activity
CHEMBL5202168,CC1(C)[C@H](C(=O)OCc2ccc(C(F)(F)F)o2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.99,low activity
CHEMBL5194556,Cc1cc(COC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)COc4ccccc4)[C@H]3S(=O)(=O)C2(C)C)on1,5.05,low activity
CHEMBL5170364,COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,5.10,low activity
CHEMBL5177086,CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,5.28,low activity
CHEMBL5183479,C#CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,5.52,low activity
CHEMBL5193299,CC1(C)[C@H](C(=O)OCC#N)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.01,low activity
CHEMBL5184016,CC1(C)[C@H](C(=O)OCOc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.18,low activity
CHEMBL5198745,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)CCc3ccccc3)[C@H]2S1(=O)=O,4.34,low activity
CHEMBL5203554,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3c(F)c(F)c(F)c(F)c3F)[C@H]2S1(=O)=O,5.28,low activity
CHEMBL5188357,COc1ccc(OCC(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)OCc4ccccc4)C(C)(C)S(=O)(=O)[C@H]23)cc1,5.55,low activity
CHEMBL5183136,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COCc3ccccc3)[C@H]2S1(=O)=O,5.64,low activity
CHEMBL5189663,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COC3CCCCC3)[C@H]2S1(=O)=O,5.39,low activity
CHEMBL5184680,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3cccc4ccccc34)[C@H]2S1(=O)=O,4.38,low activity
