,molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class,standardized_smiles
394,CHEMBL5085659,CC(=O)NCc1ccc(-c2cccc([C@@H](C)NC(=O)c3cc(NC4CNC4)ccc3C)c2)s1,6.43,moderate activity,CC(=O)NCc1ccc(-c2cccc([C@@H](C)NC(=O)c3cc(NC4CNC4)ccc3C)c2)s1
395,CHEMBL5175433,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCNC3=O)s2)c1,6.19,moderate activity,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCNC3=O)s2)c1
396,CHEMBL5085054,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@H](O)C3)s2)c1,6.68,moderate activity,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@H](O)C3)s2)c1
397,CHEMBL5207904,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@@H](O)C3)s2)c1,6.37,moderate activity,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@@H](O)C3)s2)c1
398,CHEMBL5079592,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](O)C3)s2)c1,6.95,moderate activity,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](O)C3)s2)c1
399,CHEMBL5208693,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@H](O)C3)s2)c1,6.6,moderate activity,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@H](O)C3)s2)c1
400,CHEMBL5093083,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.62,low activity,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12
401,CHEMBL5072144,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1nccc2ccccc12,4.25,low activity,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1nccc2ccccc12
402,CHEMBL5073830,Cc1ccc(NC2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.22,moderate activity,Cc1ccc(NC2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12
403,CHEMBL5180299,Cc1ccc(NC2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.16,moderate activity,Cc1ccc(NC2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12
404,CHEMBL5182901,Cc1ccc(NC(=O)C2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.1,moderate activity,Cc1ccc(NC(=O)C2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12
405,CHEMBL5177666,CCCCC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.9,low activity,CCCCC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1
406,CHEMBL5172181,C=CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,5.19,low activity,C=CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1
407,CHEMBL5197139,Cc1ccc(NC(=O)NC(N)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.29,low activity,Cc1ccc(NC(=O)NC(N)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12
408,CHEMBL5172897,Cc1ccc(NC(=O)Oc2ccc([N+](=O)[O-])cc2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.16,low activity,Cc1ccc(NC(=O)Oc2ccc([N+](=O)[O-])cc2)cc1C(=O)N[C@H](C)c1cccc2ccccc12
409,CHEMBL5171621,CCCCNC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.78,low activity,CCCCNC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1
410,CHEMBL5175380,Nc1cc(C(=O)Nc2cccc3ccccc23)cc(C(F)(F)F)c1,4.37,low activity,Nc1cc(C(=O)Nc2cccc3ccccc23)cc(C(F)(F)F)c1
411,CHEMBL5175329,Cc1cc(N)ccc1C(=O)N[C@H](C)c1cccc2ccccc12,5.12,low activity,Cc1cc(N)ccc1C(=O)N[C@H](C)c1cccc2ccccc12
412,CHEMBL5170174,Cc1ccc(N(C)C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.0,low activity,Cc1ccc(N(C)C)cc1C(=O)N[C@H](C)c1cccc2ccccc12
413,CHEMBL5187526,Cc1cc(NS(C)(=O)=O)ccc1C(=O)N[C@H](C)c1cccc2ccccc12,5.0,low activity,Cc1cc(NS(C)(=O)=O)ccc1C(=O)N[C@H](C)c1cccc2ccccc12
414,CHEMBL5199721,C[C@H](c1cccc2ccccc12)N1Cc2ccccc2C1,5.12,low activity,C[C@H](c1cccc2ccccc12)N1Cc2ccccc2C1
415,CHEMBL5180056,C[C@@H](NC(=O)c1ccccc1Cl)c1cccc2ccccc12,4.82,low activity,C[C@@H](NC(=O)c1ccccc1Cl)c1cccc2ccccc12
416,CHEMBL5200289,Cc1ccsc1C(=O)N[C@H](C)c1cccc2ccccc12,4.38,low activity,Cc1ccsc1C(=O)N[C@H](C)c1cccc2ccccc12
417,CHEMBL5174096,CC(c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl,5.14,low activity,CC(c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl
418,CHEMBL5183725,Cc1ccccc1[C@@H](C)N(C)Cc1cc(O)ccc1Cl,5.18,low activity,Cc1ccccc1[C@@H](C)N(C)Cc1cc(O)ccc1Cl
419,CHEMBL5174607,C[C@H](c1cccc2ccccc12)N(C)Cc1cccc2[nH]ccc12,6.21,moderate activity,C[C@H](c1cccc2ccccc12)N(C)Cc1cccc2[nH]ccc12
420,CHEMBL5207076,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc2[nH]ncc2c1,6.18,moderate activity,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc2[nH]ncc2c1
421,CHEMBL5182315,C[C@H](c1cccc2ccccc12)N(C)Cc1c[nH]c2ccccc12,6.17,moderate activity,C[C@H](c1cccc2ccccc12)N(C)Cc1c[nH]c2ccccc12
422,CHEMBL5200707,Cc1ccc(O)cc1CN(C)[C@H](C)c1cccc2ccccc12,6.06,moderate activity,Cc1ccc(O)cc1CN(C)[C@H](C)c1cccc2ccccc12
423,CHEMBL5205511,Cc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12,6.05,moderate activity,Cc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12
424,CHEMBL5176085,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1Cl,6.1,moderate activity,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1Cl
425,CHEMBL5184650,COc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12,6.24,moderate activity,COc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12
426,CHEMBL5174085,Cc1ccc(N)cc1CN(C)[C@H](C)c1cccc2ccccc12,6.0,moderate activity,Cc1ccc(N)cc1CN(C)[C@H](C)c1cccc2ccccc12
427,CHEMBL5173886,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1,6.17,moderate activity,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1
428,CHEMBL5178750,C[C@@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1,4.0,no activity,C[C@@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1
429,CHEMBL3233815,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(F)c2)CC1,5.58,low activity,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(F)c2)CC1
430,CHEMBL3233809,CC(=O)Nc1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,5.57,low activity,CC(=O)Nc1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1
431,CHEMBL3233822,COc1cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)ccn1,5.37,low activity,COc1cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)ccn1
432,CHEMBL5192637,CC(=O)Nc1cc(F)cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,5.75,low activity,CC(=O)Nc1cc(F)cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1
433,CHEMBL5171052,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCC2CCN(C)CC2)CC1,5.43,low activity,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCC2CCN(C)CC2)CC1
434,CHEMBL5175589,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)CN(C)C)c2)CC1,5.86,low activity,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)CN(C)C)c2)CC1
435,CHEMBL5180567,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)N3CCN(C)CC3)c2)CC1,6.09,moderate activity,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)N3CCN(C)CC3)c2)CC1
436,CHEMBL5187162,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)CN(C)C)c2)CC1,6.1,moderate activity,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)CN(C)C)c2)CC1
437,CHEMBL5191209,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)N3CCN(C)CC3)c2)CC1,6.36,moderate activity,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)N3CCN(C)CC3)c2)CC1
438,CHEMBL5075209,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.92,moderate activity,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O
439,CHEMBL5174025,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,4.0,no activity,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O
440,CHEMBL5198567,CC(C)(C)OC(=O)Nc1cccn(C(CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.42,moderate activity,CC(C)(C)OC(=O)Nc1cccn(C(CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O
441,CHEMBL5198073,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,8.02,high activity,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12
442,CHEMBL5179778,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.42,high activity,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl
443,CHEMBL5190754,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@@H](F)Cl,7.55,moderate activity,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@@H](F)Cl
444,CHEMBL5179611,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.32,high activity,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl
445,CHEMBL5195394,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,7.81,moderate activity,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12
446,CHEMBL5197241,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@@H](F)Cl,6.33,moderate activity,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@@H](F)Cl
447,CHEMBL5172924,CC(=O)N(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2c(F)cccc2[nH]1,6.48,moderate activity,CC(=O)N(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2c(F)cccc2[nH]1
448,CHEMBL5194970,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCNC1=O,4.62,low activity,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCNC1=O
449,CHEMBL5177181,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCOC1=O,4.21,low activity,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCOC1=O
450,CHEMBL5170254,CC(C)(C)c1ccc2c(c1)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1,4.46,low activity,CC(C)(C)c1ccc2c(c1)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1
451,CHEMBL5184754,O=C1NCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.52,low activity,O=C1NCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1
452,CHEMBL5194113,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCNC1=O)n2Cc1ccccc1,4.49,low activity,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCNC1=O)n2Cc1ccccc1
453,CHEMBL5191524,O=C1OCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.57,low activity,O=C1OCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1
454,CHEMBL5182801,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.44,low activity,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1
455,CHEMBL5186585,CC(C)(C)c1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.53,low activity,CC(C)(C)c1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1
456,CHEMBL5179857,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.83,low activity,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1
457,CHEMBL5205104,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(Cl)cc2n1Cc1ccccc1,4.28,low activity,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(Cl)cc2n1Cc1ccccc1
458,CHEMBL5196969,COc1ccc2nc(SC(Cc3ccco3)C(=O)N3CCOC3=O)n(Cc3ccccc3)c2c1,4.27,low activity,COc1ccc2nc(SC(Cc3ccco3)C(=O)N3CCOC3=O)n(Cc3ccccc3)c2c1
459,CHEMBL5202324,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(O)cc2n1Cc1ccccc1,4.25,low activity,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(O)cc2n1Cc1ccccc1
460,CHEMBL5179950,O=C(CSc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1)N1CCOC1=O,4.53,low activity,O=C(CSc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1)N1CCOC1=O
461,CHEMBL5172920,COc1cc2c(cc1Cl)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1,4.28,low activity,COc1cc2c(cc1Cl)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1
462,CHEMBL5202164,O=C(CSc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1)N1CCOC1=O,4.45,low activity,O=C(CSc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1)N1CCOC1=O
463,CHEMBL5189428,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1,4.51,low activity,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1
464,CHEMBL5201497,COc1cc2c(cc1Cl)nc(SC(Cc1ccco1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.56,low activity,COc1cc2c(cc1Cl)nc(SC(Cc1ccco1)C(=O)N1CCOC1=O)n2Cc1ccccc1
465,CHEMBL5205913,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1,4.34,low activity,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1
466,CHEMBL5171142,COCCn1c(C(=O)NCC(O)c2ccccc2)nc2ccccc2c1=O,4.27,low activity,COCCn1c(C(=O)NCC(O)c2ccccc2)nc2ccccc2c1=O
467,CHEMBL5202866,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.72,moderate activity,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
468,CHEMBL5178875,C=C(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.96,moderate activity,C=C(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
469,CHEMBL5205477,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.32,high activity,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
470,CHEMBL5189578,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccco1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.28,high activity,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccco1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
471,CHEMBL5172231,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,4.0,no activity,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
472,CHEMBL5190267,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.82,moderate activity,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
473,CHEMBL5176166,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.22,moderate activity,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
474,CHEMBL5203715,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.44,moderate activity,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
475,CHEMBL5178556,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.89,moderate activity,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
476,CHEMBL5185670,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.8,moderate activity,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
477,CHEMBL5169820,CC(C)[C@](C)(NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.11,moderate activity,CC(C)[C@](C)(NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
478,CHEMBL5204033,CC(C)(C)C[C@H](NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.31,moderate activity,CC(C)(C)C[C@H](NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
479,CHEMBL5199403,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)C1(NC(=O)OCc2ccccc2)CC1,6.46,moderate activity,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)C1(NC(=O)OCc2ccccc2)CC1
480,CHEMBL5208464,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1,8.08,high activity,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1
481,CHEMBL5193629,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.19,moderate activity,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
482,CHEMBL5173899,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1cccc(Cl)c1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.28,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1cccc(Cl)c1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
483,CHEMBL5177381,CC(C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.8,moderate activity,CC(C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
484,CHEMBL5203726,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.28,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
485,CHEMBL5201264,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@H]1CCNC1=O)C2(C)C,7.18,moderate activity,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@H]1CCNC1=O)C2(C)C
486,CHEMBL5205992,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],7.52,moderate activity,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+]
487,CHEMBL5171771,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.07,high activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
488,CHEMBL5183770,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.82,moderate activity,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
489,CHEMBL5202077,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.48,moderate activity,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
490,CHEMBL5178763,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.22,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
491,CHEMBL5203900,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.33,moderate activity,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
